0619-21-40-37-141,memo,3312,89.4,73.8,69.87,68.42,64.5,62.62,62.34,56.91,56.51,54.24 
0625-15-32-15-406,memo,2495,89.4,66.5,71.33,65.4,58.94,58.62,57.6,55.36,53.34,52.76 
